title,rating,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
TEAMGROUP T-Force Vulcan Z 32 GB,None,None,DDR4-2666,2 x 16GB,None,Red,13.503 ns,18
TEAMGROUP T-Force Vulcan Z 4 GB,None,None,DDR4-2666,1 x 4GB,None,Red,13.503 ns,18
TEAMGROUP T-Force Vulcan Z 4 GB,None,None,DDR4-3200,1 x 4GB,None,Red,10 ns,16
TEAMGROUP T-Force Vulcan Z 8 GB,None,None,DDR4-3200,2 x 4GB,None,Red,10 ns,16
OLOy MD4U163016BADA 32 GB,None,None,DDR4-3000,2 x 16GB,None,White / Silver,10.667 ns,16
GeIL Orion RGB AMD Edition 128 GB,None,None,DDR4-3200,4 x 32GB,None,Gray,11.25 ns,18
GeIL Orion RGB AMD Edition 64 GB,None,None,DDR4-3200,4 x 16GB,None,Gray,11.25 ns,18
GeIL Orion RGB AMD Edition 64 GB,None,None,DDR4-3200,4 x 16GB,None,Gray,10 ns,16
GeIL Orion RGB AMD Edition 32 GB,None,None,DDR4-3200,4 x 8GB,None,Gray,10 ns,16
GeIL Orion RGB AMD Edition 64 GB,None,None,DDR4-3200,4 x 16GB,None,Gray,10 ns,16
GeIL Orion RGB AMD Edition 32 GB,None,None,DDR4-3200,4 x 8GB,None,Gray,10 ns,16
GeIL Orion RGB AMD Edition 64 GB,None,None,DDR4-3000,4 x 16GB,None,Gray,10.667 ns,16
GeIL Orion RGB AMD Edition 32 GB,None,None,DDR4-3000,4 x 8GB,None,Gray,10.667 ns,16
GeIL Orion RGB AMD Edition 128 GB,None,None,DDR4-2666,4 x 32GB,None,Gray,14.254 ns,19
GeIL Orion RGB AMD Edition 32 GB,None,None,DDR4-2666,4 x 8GB,None,Gray,14.254 ns,19
GeIL Orion AMD Edition 16 GB,None,None,DDR4-2666,2 x 8GB,None,Red,14.254 ns,19
GeIL Orion AMD Edition 64 GB,None,None,DDR4-2666,2 x 32GB,None,Red,14.254 ns,19
GeIL Orion AMD Edition 32 GB,None,None,DDR4-2666,2 x 16GB,None,Red,14.254 ns,19
GeIL Orion AMD Edition 32 GB,None,None,DDR4-3200,2 x 16GB,None,Red,10 ns,16
GeIL Orion AMD Edition 64 GB,None,None,DDR4-3200,2 x 32GB,None,Red,10 ns,16
GeIL Orion AMD Edition 16 GB,None,None,DDR4-3200,2 x 8GB,None,Red,10 ns,16
GeIL Orion AMD Edition 64 GB,None,None,DDR4-3200,2 x 32GB,None,Red,13.75 ns,22
GeIL Orion AMD Edition 32 GB,None,None,DDR4-3200,2 x 16GB,None,Red,13.75 ns,22
GeIL Orion AMD Edition 16 GB,None,None,DDR4-3200,2 x 8GB,None,Red,13.75 ns,22
GeIL Orion AMD Edition 32 GB,None,None,DDR4-3600,2 x 16GB,None,Red,10 ns,18
GeIL Orion AMD Edition 64 GB,None,None,DDR4-3600,2 x 32GB,None,Red,10 ns,18
GeIL Orion AMD Edition 16 GB,None,None,DDR4-4000,2 x 8GB,None,Red,8 ns,16
GeIL Orion AMD Edition 64 GB,None,None,DDR4-4000,2 x 32GB,None,Red,9 ns,18
GeIL Orion AMD Edition 32 GB,None,None,DDR4-4000,2 x 16GB,None,Red,9 ns,18
GeIL Orion AMD Edition 16 GB,None,None,DDR4-4000,2 x 8GB,None,Red,9 ns,18
GeIL Orion AMD Edition 16 GB,None,None,DDR4-4400,2 x 8GB,None,Red,8.182 ns,18
GeIL Orion AMD Edition 32 GB,None,None,DDR4-4266,2 x 16GB,None,Red,8.439 ns,18
GeIL Orion AMD Edition 16 GB,None,None,DDR4-4266,2 x 8GB,None,Red,8.439 ns,18
GeIL Orion AMD Edition 64 GB,None,None,DDR4-2666,2 x 32GB,None,Gray,14.254 ns,19
GeIL Orion AMD Edition 32 GB,None,None,DDR4-2666,2 x 16GB,None,Gray,14.254 ns,19
GeIL Orion AMD Edition 16 GB,None,None,DDR4-2666,2 x 8GB,None,Gray,14.254 ns,19
GeIL Orion AMD Edition 16 GB,None,None,DDR4-3000,2 x 8GB,None,Gray,10.667 ns,16
GeIL Orion AMD Edition 32 GB,None,None,DDR4-3200,2 x 16GB,None,Gray,10 ns,16
GeIL Orion AMD Edition 64 GB,None,None,DDR4-3200,2 x 32GB,None,Gray,10 ns,16
GeIL Orion AMD Edition 64 GB,None,None,DDR4-3200,2 x 32GB,None,Gray,13.75 ns,22
GeIL Orion AMD Edition 32 GB,None,None,DDR4-3200,2 x 16GB,None,Gray,13.75 ns,22
GeIL Orion AMD Edition 16 GB,None,None,DDR4-3200,2 x 8GB,None,Gray,13.75 ns,22
GeIL Orion AMD Edition 32 GB,None,None,DDR4-3600,2 x 16GB,None,Gray,10 ns,18
GeIL Orion AMD Edition 64 GB,None,None,DDR4-3600,2 x 32GB,None,Gray,10 ns,18
GeIL Orion AMD Edition 32 GB,None,None,DDR4-3600,2 x 16GB,None,Gray,10 ns,18
GeIL Orion AMD Edition 16 GB,None,None,DDR4-4000,2 x 8GB,None,Gray,8 ns,16
GeIL Orion AMD Edition 16 GB,None,None,DDR4-4000,2 x 8GB,None,Gray,9 ns,18
GeIL Orion AMD Edition 32 GB,None,None,DDR4-4000,2 x 16GB,None,Gray,9 ns,18
GeIL Orion AMD Edition 64 GB,None,None,DDR4-4000,2 x 32GB,None,Gray,9 ns,18
GeIL Orion AMD Edition 16 GB,None,None,DDR4-4266,2 x 8GB,None,Gray,8.439 ns,18
GeIL Orion AMD Edition 32 GB,None,None,DDR4-4266,2 x 16GB,None,Gray,8.439 ns,18
GeIL Orion AMD Edition 16 GB,None,None,DDR4-4400,2 x 8GB,None,Gray,8.182 ns,18
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-2133,2 x 4GB,None,Black,14.065 ns,15
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-2133,2 x 16GB,None,Black,14.065 ns,15
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-2400,2 x 16GB,None,Black,13.333 ns,16
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-2666,2 x 16GB,None,Black,12.003 ns,16
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-2666,2 x 16GB,None,Black,14.254 ns,19
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-2666,2 x 8GB,None,Black,14.254 ns,19
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-2666,2 x 4GB,None,Black,14.254 ns,19
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-3000,2 x 8GB,None,Black,9.333 ns,14
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3000,2 x 4GB,None,Black,9.333 ns,14
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3000,2 x 4GB,None,Black,10.667 ns,16
GeIL EVO Potenza AMD Edition 64 GB,None,None,DDR4-3200,2 x 32GB,None,Black,11.25 ns,18
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black,7.778 ns,14
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3600,2 x 4GB,None,Black,7.778 ns,14
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3600,2 x 4GB,None,Black,8.889 ns,16
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black,8.889 ns,16
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black,10 ns,18
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3600,2 x 4GB,None,Black,10 ns,18
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black,10 ns,18
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black,10 ns,18
GeIL EVO Potenza AMD Edition 64 GB,None,None,DDR4-3600,2 x 32GB,None,Black,10 ns,18
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-4000,2 x 4GB,None,Black,9 ns,18
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-4000,2 x 8GB,None,Black,9 ns,18
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-2400,2 x 4GB,None,Red,13.333 ns,16
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-2133,2 x 8GB,None,Red,14.065 ns,15
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-2400,2 x 16GB,None,Red,13.333 ns,16
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-2400,2 x 8GB,None,Red,14.167 ns,17
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-2400,2 x 4GB,None,Red,14.167 ns,17
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-2666,2 x 16GB,None,Red,12.003 ns,16
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-2666,2 x 4GB,None,Red,12.003 ns,16
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3000,2 x 4GB,None,Red,10.667 ns,16
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-3200,2 x 16GB,None,Red,10 ns,16
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3200,2 x 4GB,None,Red,10 ns,16
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-2666,2 x 16GB,None,Red,14.254 ns,19
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-2666,2 x 8GB,None,Red,14.254 ns,19
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-2666,2 x 4GB,None,Red,14.254 ns,19
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-3000,2 x 8GB,None,Red,9.333 ns,14
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3000,2 x 4GB,None,Red,9.333 ns,14
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-3600,2 x 8GB,None,Red,7.778 ns,14
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3600,2 x 4GB,None,Red,7.778 ns,14
GeIL EVO Potenza AMD Edition 64 GB,None,None,DDR4-3200,2 x 32GB,None,Red,11.25 ns,18
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-3200,2 x 16GB,None,Red,10 ns,16
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-3600,2 x 8GB,None,Red,8.889 ns,16
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3600,2 x 4GB,None,Red,8.889 ns,16
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-3600,2 x 16GB,None,Red,10 ns,18
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-3600,2 x 4GB,None,Red,10 ns,18
GeIL EVO Potenza AMD Edition 32 GB,None,None,DDR4-3600,2 x 16GB,None,Red,10 ns,18
GeIL EVO Potenza AMD Edition 64 GB,None,None,DDR4-3600,2 x 32GB,None,Red,10 ns,18
GeIL EVO Potenza AMD Edition 8 GB,None,None,DDR4-4000,2 x 4GB,None,Red,9 ns,18
GeIL EVO Potenza AMD Edition 16 GB,None,None,DDR4-4000,2 x 8GB,None,Red,9 ns,18
GeIL Polaris RGB 8 GB,None,None,DDR5-4800,1 x 8GB,None,Red,16.667 ns,40
GeIL Polaris RGB 16 GB,None,None,DDR5-4800,1 x 16GB,None,Red,16.667 ns,40
GeIL Polaris RGB 32 GB,None,None,DDR5-4800,1 x 32GB,None,Red,16.667 ns,40
GeIL Polaris RGB 32 GB,None,None,DDR5-4800,1 x 32GB,None,Gray,16.667 ns,40
GeIL Polaris RGB 16 GB,None,None,DDR5-4800,1 x 16GB,None,Gray,16.667 ns,40
GeIL Polaris RGB 8 GB,None,None,DDR5-4800,1 x 8GB,None,Gray,16.667 ns,40
GeIL Polaris RGB 32 GB,None,None,DDR5-4800,1 x 32GB,None,White,16.667 ns,40
GeIL Polaris RGB 16 GB,None,None,DDR5-4800,1 x 16GB,None,White,16.667 ns,40
GeIL Polaris RGB 8 GB,None,None,DDR5-4800,1 x 8GB,None,White,16.667 ns,40
GeIL Polaris RGB 16 GB,None,None,DDR5-4800,2 x 8GB,None,Red,16.667 ns,40
GeIL Polaris RGB 64 GB,None,None,DDR5-4800,2 x 32GB,None,Red,16.667 ns,40
GeIL Polaris RGB 16 GB,None,None,DDR5-4800,2 x 8GB,None,Gray,16.667 ns,40
GeIL Polaris RGB 64 GB,None,None,DDR5-4800,2 x 32GB,None,Gray,16.667 ns,40
GeIL Polaris RGB 16 GB,None,None,DDR5-5200,1 x 16GB,None,Gray,13.077 ns,34
GeIL Polaris RGB 16 GB,None,None,DDR5-5200,1 x 16GB,None,White,13.077 ns,34
GeIL Polaris RGB 32 GB,None,None,DDR5-5200,2 x 16GB,None,Red,13.077 ns,34
GeIL Polaris RGB 16 GB,None,None,DDR5-5600,1 x 16GB,None,Red,13.571 ns,38
GeIL Polaris RGB 16 GB,None,None,DDR5-5600,1 x 16GB,None,White,13.571 ns,38
Kingston Fury Renegade RGB 32 GB,None,None,DDR4-3200,1 x 32GB,None,Black / Silver,10 ns,16
Kingston Fury Renegade RGB 64 GB,None,None,DDR4-3200,4 x 16GB,None,Black / Silver,10 ns,16
Kingston Fury Renegade RGB 8 GB,None,None,DDR4-4000,1 x 8GB,None,Black / Silver,9.5 ns,19
Kingston Fury Renegade RGB 16 GB,None,None,DDR4-4000,2 x 8GB,None,Black / Silver,9.5 ns,19
Kingston Fury Renegade RGB 16 GB,None,None,DDR4-4266,2 x 8GB,None,Black / Silver,8.908 ns,19
Addlink Spider 4 8 GB,None,None,DDR4-3200,1 x 8GB,None,Black,10 ns,16
Addlink Spider 4 8 GB,None,None,DDR4-3600,1 x 8GB,None,Black,10 ns,18
Addlink Spider 4 16 GB,None,None,DDR4-3600,1 x 16GB,None,Black,10 ns,18
Addlink Spider 4 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black,10 ns,18
Addlink Spider 4 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black,10 ns,18
Addlink Spider X4 8 GB,None,None,DDR4-3200,1 x 8GB,None,Black,10 ns,16
Addlink Spider X4 16 GB,None,None,DDR4-3200,1 x 16GB,None,Black,10 ns,16
Addlink Spider X4 8 GB,None,None,DDR4-3600,1 x 8GB,None,Black,10 ns,18
Addlink Spider X4 16 GB,None,None,DDR4-3600,1 x 16GB,None,Black,10 ns,18
Addlink Spider X4 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black,10 ns,18
Addlink Spider N4 8 GB,None,None,DDR4-3200,1 x 8GB,None,Green / Black,13.75 ns,22
Addlink Spider N4 16 GB,None,None,DDR4-3200,1 x 16GB,None,Green / Black,13.75 ns,22
Addlink Spider N4 32 GB,None,None,DDR4-3200,1 x 32GB,None,Green / Black,13.75 ns,22
Addlink Spider N4 16 GB,None,None,DDR4-3200,2 x 8GB,None,Green / Black,13.75 ns,22
Addlink Spider N4 32 GB,None,None,DDR4-3200,2 x 16GB,None,Green / Black,13.75 ns,22
Addlink Spider N4 64 GB,None,None,DDR4-3200,2 x 32GB,None,Green / Black,13.75 ns,22
TEAMGROUP T-Force Vulcan Z 32 GB,None,None,DDR4-2666,1 x 32GB,None,Red,13.503 ns,18
TEAMGROUP T-Force Vulcan Z 32 GB,None,None,DDR4-3000,1 x 32GB,None,Red,10.667 ns,16
TEAMGROUP T-Force Vulcan Z 16 GB,None,None,DDR4-3000,1 x 16GB,None,Red,10.667 ns,16
TEAMGROUP T-Force Vulcan Z 8 GB,None,None,DDR4-3600,1 x 8GB,None,Red,11.111 ns,20
TEAMGROUP T-Force Vulcan Z 32 GB,None,None,DDR4-3600,1 x 32GB,None,Red,10 ns,18
TEAMGROUP T-Force Vulcan Z 32 GB,None,None,DDR4-2666,1 x 32GB,None,Gray,13.503 ns,18
TEAMGROUP T-Force Vulcan Z 32 GB,None,None,DDR4-3600,1 x 32GB,None,Gray,10 ns,18
TEAMGROUP T-Force Vulcan Z 8 GB,None,None,DDR4-3600,1 x 8GB,None,Gray,11.111 ns,20
TEAMGROUP T-Force Vulcan Z 64 GB,None,None,DDR4-2666,2 x 32GB,None,Red,13.503 ns,18
TEAMGROUP T-Force Vulcan Z 32 GB,None,None,DDR4-3000,2 x 16GB,None,Red,10.667 ns,16
TEAMGROUP T-Force Vulcan Z 64 GB,4.0,None,DDR4-3200,2 x 32GB,None,Red,10 ns,16
TEAMGROUP T-Force Vulcan Z 16 GB,None,None,DDR4-3600,2 x 8GB,None,Red,7.778 ns,14
TEAMGROUP T-Force Vulcan Z 16 GB,None,None,DDR4-3600,2 x 8GB,None,Red,11.111 ns,20
TEAMGROUP T-Force Vulcan Z 32 GB,None,None,DDR4-4000,2 x 16GB,None,Red,9 ns,18
TEAMGROUP T-Force Vulcan Z 64 GB,None,None,DDR4-2666,2 x 32GB,None,Gray,13.503 ns,18
TEAMGROUP T-Force Vulcan Z 64 GB,None,None,DDR4-3000,2 x 32GB,None,Gray,10.667 ns,16
TEAMGROUP T-Force Vulcan Z 32 GB,None,None,DDR4-3000,2 x 16GB,None,Gray,10.667 ns,16
TEAMGROUP T-Force Vulcan Z 16 GB,None,None,DDR4-3600,2 x 8GB,None,Red,11.111 ns,20
TEAMGROUP T-Force Delta RGB 8 GB,None,None,DDR4-2666,1 x 8GB,None,Black,12.003 ns,16
TEAMGROUP T-Force Delta RGB 16 GB,None,None,DDR4-2666,1 x 16GB,None,Black,12.003 ns,16
TEAMGROUP T-Force Delta RGB 8 GB,None,None,DDR4-2666,1 x 8GB,None,White,12.003 ns,16
TEAMGROUP T-Force Delta RGB 32 GB,None,None,DDR4-2666,2 x 16GB,None,Black,12.003 ns,16
TEAMGROUP T-Force Delta RGB 32 GB,None,None,DDR4-2666,2 x 16GB,None,White,12.003 ns,16
TEAMGROUP T-Force Delta RGB 32 GB,None,None,DDR4-2666,1 x 32GB,None,Black,13.503 ns,18
TEAMGROUP T-Force Delta RGB 64 GB,None,None,DDR4-2666,2 x 32GB,None,Black,13.503 ns,18
TEAMGROUP T-Force Delta RGB 64 GB,None,None,DDR4-2666,2 x 32GB,None,White,13.503 ns,18
TEAMGROUP T-Force Delta RGB 32 GB,None,None,DDR4-2666,1 x 32GB,None,White,13.503 ns,18
TEAMGROUP T-Force Delta RGB 32 GB,None,None,DDR4-3000,1 x 32GB,None,Black,10.667 ns,16
TEAMGROUP T-Force Delta RGB 16 GB,None,None,DDR4-3000,1 x 16GB,None,Black,10.667 ns,16
TEAMGROUP T-Force Delta RGB 8 GB,None,None,DDR4-3000,1 x 8GB,None,Black,10.667 ns,16
TEAMGROUP T-Force Delta RGB 8 GB,None,None,DDR4-3000,1 x 8GB,None,Black,10.667 ns,16
TEAMGROUP T-Force Delta RGB 8 GB,None,None,DDR4-3000,1 x 8GB,None,White,10.667 ns,16
TEAMGROUP T-Force Delta RGB 32 GB,None,None,DDR4-3000,1 x 32GB,None,White,10.667 ns,16
TEAMGROUP T-Force Delta RGB 16 GB,None,None,DDR4-3000,1 x 16GB,None,White,10.667 ns,16
TEAMGROUP T-Force Delta RGB 8 GB,None,None,DDR4-3200,1 x 8GB,None,White,10 ns,16
TEAMGROUP T-Force Delta RGB 32 GB,None,None,DDR4-3200,1 x 32GB,None,White,10 ns,16
TEAMGROUP T-Force Delta RGB 64 GB,None,None,DDR4-3200,2 x 32GB,None,Black,10 ns,16
TEAMGROUP T-Force Delta RGB 64 GB,None,None,DDR4-3000,2 x 32GB,None,White,10.667 ns,16
TEAMGROUP T-Force Delta RGB 64 GB,None,None,DDR4-3200,2 x 32GB,None,White,10 ns,16
TEAMGROUP T-Force Delta RGB 32 GB,None,None,DDR4-2666,1 x 32GB,None,Black,13.503 ns,18
TEAMGROUP T-Force Delta RGB 16 GB,None,None,DDR4-2666,1 x 16GB,None,White,13.503 ns,18
Kingston FURY Renegade 8 GB,None,None,DDR4-2666,1 x 8GB,None,Black,9.752 ns,13
Kingston FURY Renegade 16 GB,None,None,DDR4-2666,1 x 16GB,None,Black,9.752 ns,13
Kingston FURY Renegade 32 GB,None,None,DDR4-2666,1 x 32GB,None,Black,11.253 ns,15
Kingston FURY Renegade 64 GB,None,None,DDR4-2666,2 x 32GB,None,Black,11.253 ns,15
Kingston FURY Renegade 32 GB,None,None,DDR4-2666,4 x 8GB,None,Black,9.752 ns,13
G.Skill Trident Z5 RGB 64 GB,None,None,DDR5-5600,2 x 32GB,None,Black,10.714 ns,30
G.Skill Trident Z5 RGB 64 GB,None,None,DDR5-5600,2 x 32GB,None,White / Black,10.714 ns,30
G.Skill Trident Z5 RGB 64 GB,None,None,DDR5-5600,2 x 32GB,None,White / Black,10.714 ns,30
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-5200,2 x 16GB,None,Black,15.385 ns,40
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-5200,2 x 16GB,None,White / Black,15.385 ns,40
G.Skill Trident Z5 RGB 32 GB,5.0,None,DDR5-5600,2 x 16GB,None,Black,10.714 ns,30
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-5600,2 x 16GB,None,White / Black,12.857 ns,36
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-5600,2 x 16GB,None,White / Black,12.857 ns,36
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,14.286 ns,40
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-5600,2 x 16GB,None,White / Black,14.286 ns,40
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,14.286 ns,40
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,13.333 ns,40
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,13.333 ns,40
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,White / Black,13.333 ns,40
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,12 ns,36
Kingston Server Premier 16 GB,None,$72.92,DDR4-2666,1 x 16GB,$4.558,None,14.254 ns,19
Kingston Server Premier 8 GB,None,None,DDR4-2933,1 x 8GB,None,None,14.32 ns,21
Kingston Server Premier 8 GB,None,None,DDR4-2933,1 x 8GB,None,None,14.32 ns,21
Kingston Server Premier 16 GB,None,None,DDR4-2933,1 x 16GB,None,None,14.32 ns,21
Kingston Server Premier 16 GB,None,None,DDR4-2933,1 x 16GB,None,None,14.32 ns,21
Kingston Server Premier 32 GB,None,$138.74,DDR4-2666,1 x 32GB,$4.336,None,14.254 ns,19
Kingston Server Premier 32 GB,None,None,DDR4-2666,1 x 32GB,None,None,14.254 ns,19
Kingston Server Premier 32 GB,None,None,DDR4-2666,1 x 32GB,None,None,14.254 ns,19
Kingston Server Premier 32 GB,None,$132.93,DDR4-2666,1 x 32GB,$4.154,None,14.254 ns,19
Kingston Server Premier 16 GB,None,$82.99,DDR4-2666,1 x 16GB,$5.187,None,14.254 ns,19
Kingston Server Premier 16 GB,None,$89.99,DDR4-2666,1 x 16GB,$5.624,None,14.254 ns,19
Kingston Server Premier 16 GB,None,$188.00,DDR4-2666,1 x 16GB,$11.750,None,14.254 ns,19
Kingston Server Premier 8 GB,None,$45.66,DDR4-2666,1 x 8GB,$5.707,None,14.254 ns,19
Kingston Server Premier 8 GB,None,$50.00,DDR4-2666,1 x 8GB,$6.250,None,14.254 ns,19
Kingston Server Premier 8 GB,None,None,DDR4-2933,1 x 8GB,None,None,14.32 ns,21
Kingston Server Premier 16 GB,None,None,DDR4-2933,1 x 16GB,None,None,14.32 ns,21
Kingston Server Premier 16 GB,None,None,DDR4-2933,1 x 16GB,None,None,14.32 ns,21
Kingston Server Premier 16 GB,None,$70.95,DDR4-3200,1 x 16GB,$4.434,None,13.75 ns,22
Kingston Server Premier 16 GB,None,$70.98,DDR4-3200,1 x 16GB,$4.436,None,13.75 ns,22
Kingston Server Premier 16 GB,None,$75.90,DDR4-3200,1 x 16GB,$4.744,None,13.75 ns,22
Kingston Server Premier 16 GB,None,$82.99,DDR4-3200,1 x 16GB,$5.187,None,13.75 ns,22
Kingston Server Premier 16 GB,None,$194.00,DDR4-3200,1 x 16GB,$12.125,None,13.75 ns,22
Kingston Server Premier 16 GB,None,Out of stock$89.99,DDR4-3200,1 x 16GB,None,None,13.75 ns,22
Kingston Server Premier 32 GB,None,$151.56,DDR4-3200,1 x 32GB,$4.736,None,13.75 ns,22
Kingston Server Premier 32 GB,None,$129.99,DDR4-3200,1 x 32GB,$4.062,None,13.75 ns,22
Kingston FURY Beast 16 GB,None,$98.00,DDR4-2666,4 x 4GB,$6.125,Black,12.003 ns,16
Kingston FURY Beast 64 GB,None,None,DDR4-2666,4 x 16GB,None,Black,12.003 ns,16
Kingston ValueRAM 8 GB,None,$39.04,DDR5-4800,1 x 8GB,$4.880,None,16.667 ns,40
Kingston ValueRAM 64 GB,None,$219.00,DDR5-4800,2 x 32GB,$3.422,None,16.667 ns,40
Kingston ValueRAM 8 GB,None,$39.00,DDR4-2666,1 x 8GB,$4.875,None,14.254 ns,19
Kingston FURY Beast 64 GB,None,None,DDR4-2666,4 x 16GB,None,Black,12.003 ns,16
Patriot Viper Elite II 8 GB,None,Out of stock$32.94,DDR4-4000,1 x 8GB,None,Red / Black,10 ns,20
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5200,2 x 16GB,None,White,10.769 ns,28
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5200,2 x 16GB,None,White,10.769 ns,28
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5200,2 x 16GB,None,Black,13.846 ns,36
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5200,2 x 16GB,None,Black,15.385 ns,40
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,White,10.714 ns,30
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,10.714 ns,30
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,12.857 ns,36
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,White,12.857 ns,36
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,12.857 ns,36
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,White,12.857 ns,36
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,14.286 ns,40
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,White,14.286 ns,40
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,14.286 ns,40
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,14.286 ns,40
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,White,14.286 ns,40
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5600,2 x 16GB,None,White,14.286 ns,40
Corsair Dominator Platinum RGB 16 GB,None,$114.99,DDR4-4000,2 x 8GB,$7.187,Black,9 ns,18
ADATA XPG GAMMIX D20 8 GB,None,None,DDR4-3200,1 x 8GB,None,Black / Silver,10 ns,16
ADATA XPG GAMMIX D20 8 GB,None,None,DDR4-3600,1 x 8GB,None,Black / Silver,10 ns,18
ADATA XPG GAMMIX D20 16 GB,None,None,DDR4-3600,1 x 16GB,None,Black / Silver,10 ns,18
ADATA XPG GAMMIX D20 16 GB,None,None,DDR4-3600,1 x 16GB,None,Black / Silver,10 ns,18
ADATA XPG GAMMIX D20 16 GB,None,None,DDR4-3600,1 x 16GB,None,Black / Silver,10 ns,18
ADATA XPG GAMMIX D20 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black / Silver,10 ns,18
